episode,average_score,best_score,average_q_value
585,,-inf,0.15300778
586,,-inf,0.21096277
587,,-inf,0.167953
588,,-inf,0.15793183
589,,-inf,0.1872743
590,,-inf,0.19028309
591,,-inf,0.15864109
592,,-inf,0.17150457
593,,-inf,0.18774788
594,,-inf,0.15020919
595,,-inf,0.24276751
596,,-inf,0.18120989
597,,-inf,0.18319061
598,,-inf,0.19553371
599,,-inf,0.18777974
600,,-inf,0.17589821
601,,-inf,0.17664172
602,,-inf,0.17923263
603,,-inf,0.22733657
604,,-inf,0.23268156
605,,-inf,0.19102754
606,,-inf,0.22629897
607,,-inf,0.2320747
608,,-inf,0.2206513
609,,-inf,0.21780409
610,,-inf,0.16364336
611,,-inf,0.18767352
612,,-inf,0.20880422
613,,-inf,0.18030494
614,,-inf,0.19580668
615,,-inf,0.18766682
616,,-inf,0.18876693
617,,-inf,0.20191261
618,,-inf,0.23089276
619,,-inf,0.18901907
620,,-inf,0.24083164
621,,-inf,0.20017976
622,,-inf,0.21358779
623,,-inf,0.16732782
624,,-inf,0.19890082
625,,-inf,0.19090578
626,,-inf,0.26001164
627,,-inf,0.23871385
628,,-inf,0.2695207
629,,-inf,0.20698792
630,,-inf,0.2120074
631,,-inf,0.23172435
632,,-inf,0.219707
633,,-inf,0.18967111
634,,-inf,0.24110499
635,,-inf,0.22375923
636,,-inf,0.19540587
637,,-inf,0.23094873
638,,-inf,0.2193123
639,,-inf,0.2390339
640,,-inf,0.22513703
641,,-inf,0.23266539
642,,-inf,0.22488512
643,,-inf,0.20429912
644,,-inf,0.22756064
645,,-inf,0.20177436
646,,-inf,0.22126988
647,,-inf,0.2341095
648,,-inf,0.20858267
649,,-inf,0.24633522
650,,-inf,0.20078179
651,,-inf,0.28173414
652,,-inf,0.2056774
653,,-inf,0.22526526
654,,-inf,0.23151514
655,,-inf,0.22468288
656,,-inf,0.21649823
657,,-inf,0.2063452
658,,-inf,0.26329276
659,,-inf,0.23197162
660,,-inf,0.24451873
661,,-inf,0.2987844
662,,-inf,0.24817891
663,,-inf,0.24334267
664,,-inf,0.23027362
665,,-inf,0.20401856
666,,-inf,0.23007342
667,,-inf,0.25136963
668,,-inf,0.22817059
669,,-inf,0.24324204
670,,-inf,0.22683944
671,,-inf,0.24191
672,,-inf,0.21825475
673,,-inf,0.24756904
674,,-inf,0.20185357
675,,-inf,0.21944422
676,,-inf,0.26756907
677,,-inf,0.22833325
678,,-inf,0.25748187
679,,-inf,0.24476664
680,,-inf,0.21214084
681,,-inf,0.23065728
682,,-inf,0.2510766
683,,-inf,0.23312883
684,,-inf,0.24055173
685,,-inf,0.25500304
686,,-inf,0.2308664
687,,-inf,0.23334086
688,,-inf,0.24314223
689,,-inf,0.299424
690,,-inf,0.26238686
691,,-inf,0.29042247
692,,-inf,0.22191638
693,,-inf,0.30012113
694,,-inf,0.27120474
695,,-inf,0.29217088
696,,-inf,0.3035993
697,,-inf,0.23678029
698,,-inf,0.2529798
699,,-inf,0.2677589
700,,-inf,0.28464776
701,,-inf,0.30631372
702,,-inf,0.23648292
703,,-inf,0.22393996
704,,-inf,0.21700625
705,,-inf,0.20843187
706,,-inf,0.23240039
707,74.0,74.0,0.20462373
708,74.0,74.0,0.25716418
709,74.0,74.0,0.24708568
710,74.0,74.0,0.25679913
711,74.0,74.0,0.23688145
712,74.0,74.0,0.25270575
713,74.0,74.0,0.25366014
714,74.0,74.0,0.2636148
715,74.0,74.0,0.24388723
716,74.0,74.0,0.23783761
717,74.0,74.0,0.22698113
718,74.0,74.0,0.28472596
719,74.0,74.0,0.20622718
720,74.0,74.0,0.34706438
721,74.0,74.0,0.32593477
722,74.0,74.0,0.2813973
723,74.0,74.0,0.35076183
724,74.0,74.0,0.31418213
725,74.0,74.0,0.27277467
726,74.0,74.0,0.27680913
727,74.0,74.0,0.25134426
728,74.0,74.0,0.32535163
729,74.0,74.0,0.26740965
730,74.0,74.0,0.28684285
731,74.0,74.0,0.2479293
732,74.0,74.0,0.24175319
733,74.0,74.0,0.28676426
734,74.0,74.0,0.30015478
735,74.0,74.0,0.32044345
736,74.0,74.0,0.29153907
737,74.0,74.0,0.26953718
738,74.0,74.0,0.2521804
739,74.0,74.0,0.28080904
740,74.0,74.0,0.29527128
741,74.0,74.0,0.24822612
742,74.0,74.0,0.23717523
743,74.0,74.0,0.29774588
744,74.0,74.0,0.2864499
745,74.0,74.0,0.29629543
746,74.0,74.0,0.28143984
747,74.0,74.0,0.23009473
748,74.0,74.0,0.26629528
749,74.0,74.0,0.25525147
750,74.0,74.0,0.25608343
751,74.0,74.0,0.36738113
752,74.0,74.0,0.33845606
753,74.0,74.0,0.34754938
754,74.0,74.0,0.28977627
755,74.0,74.0,0.2916683
756,74.0,74.0,0.26409227
757,74.0,74.0,0.270164
758,74.0,74.0,0.26562905
759,74.0,74.0,0.26233315
760,74.0,74.0,0.31267422
761,74.0,74.0,0.25726056
762,74.0,74.0,0.25724778
763,74.0,74.0,0.29252246
764,74.0,74.0,0.32845134
765,74.0,74.0,0.26892793
766,74.0,74.0,0.2888011
767,74.0,74.0,0.27980313
768,74.0,74.0,0.24443424
769,74.0,74.0,0.2808053
770,74.0,74.0,0.2720006
771,74.0,74.0,0.26452646
772,74.0,74.0,0.25198758
773,74.0,74.0,0.2463713
774,74.0,74.0,0.25437644
775,74.0,74.0,0.28619325
776,74.0,74.0,0.24679133
777,74.0,74.0,0.23527598
778,74.0,74.0,0.24967428
779,74.0,74.0,0.27455813
780,74.0,74.0,0.2793805
781,74.0,74.0,0.2417771
782,74.0,74.0,0.31298333
783,74.0,74.0,0.38852355
784,74.0,74.0,0.32895055
785,74.0,74.0,0.26553187
786,74.0,74.0,0.29552743
787,74.0,74.0,0.2920869
788,74.0,74.0,0.28973782
789,74.0,74.0,0.33131722
790,74.0,74.0,0.27082148
791,74.0,74.0,0.3063395
792,74.0,74.0,0.26749852
793,74.0,74.0,0.26699266
794,74.0,74.0,0.2828976
795,74.0,74.0,0.26351476
796,74.0,74.0,0.3422391
797,74.0,74.0,0.2848244
798,74.0,74.0,0.28617904
799,74.0,74.0,0.29064128
800,74.0,74.0,0.34487894
801,74.0,74.0,0.3213948
802,74.0,74.0,0.30639482
803,74.0,74.0,0.31074226
804,74.0,74.0,0.30754015
805,74.0,74.0,0.30876744
806,74.0,74.0,0.31759605
807,74.0,74.0,0.31585938
808,74.0,74.0,0.3237663
809,74.0,74.0,0.26515305
810,74.0,74.0,0.3285431
811,74.0,74.0,0.33683485
812,74.0,74.0,0.32347396
813,74.0,74.0,0.3289167
814,74.0,74.0,0.41932672
815,74.0,74.0,0.36716533
816,74.0,74.0,0.3870963
817,74.0,74.0,0.42315382
818,74.0,74.0,0.37413234
819,74.0,74.0,0.3721897
820,74.0,74.0,0.3638624
821,74.0,74.0,0.39801905
822,74.0,74.0,0.41084895
823,74.0,74.0,0.40979803
824,74.0,74.0,0.38253182
825,74.0,74.0,0.39066678
826,74.0,74.0,0.36164266
827,74.0,74.0,0.40615854
828,74.0,74.0,0.3933952
829,74.0,74.0,0.36780354
830,74.0,74.0,0.32252625
831,74.0,74.0,0.45398188
832,74.0,74.0,0.4047336
833,74.0,74.0,0.35544357
834,74.0,74.0,0.35939807
835,74.0,74.0,0.36418974
836,74.0,74.0,0.35287473
837,74.0,74.0,0.3513836
838,74.0,74.0,0.4169434
839,74.0,74.0,0.33689275
840,74.0,74.0,0.35171553
841,74.0,74.0,0.36454576
842,74.0,74.0,0.41568375
843,74.0,74.0,0.36487672
844,74.0,74.0,0.41164654
845,74.0,74.0,0.39716464
846,74.0,74.0,0.4766567
847,74.0,74.0,0.38913852
848,74.0,74.0,0.3735243
849,74.0,74.0,0.34725213
850,74.0,74.0,0.3362155
851,74.0,74.0,0.39675474
852,74.0,74.0,0.37087417
853,74.0,74.0,0.39836213
854,74.0,74.0,0.33876
855,74.0,74.0,0.3606603
856,74.0,74.0,0.42512012
857,74.0,74.0,0.366698
858,74.0,74.0,0.4124157
859,74.0,74.0,0.3458043
860,74.0,74.0,0.36279643
861,74.0,74.0,0.39663744
862,74.0,74.0,0.3429048
863,74.0,74.0,0.39824048
864,74.0,74.0,0.36121643
865,74.0,74.0,0.3879822
866,74.0,74.0,0.37515467
867,74.0,74.0,0.40823752
868,74.0,74.0,0.36136827
869,74.0,74.0,0.3811782
870,74.0,74.0,0.3461776
871,74.0,74.0,0.35585794
872,74.0,74.0,0.35769194
873,74.0,74.0,0.3998793
874,74.0,74.0,0.3937289
875,74.0,74.0,0.41497016
876,74.0,74.0,0.41711685
877,74.0,74.0,0.45288596
878,74.0,74.0,0.4038912
879,74.0,74.0,0.3941718
880,74.0,74.0,0.4483554
881,74.0,74.0,0.44112307
882,74.0,74.0,0.43225762
883,74.0,74.0,0.40685186
884,74.0,74.0,0.41276816
885,74.0,74.0,0.39149392
886,108.5,108.5,0.39224556
887,108.5,108.5,0.48392868
888,108.5,108.5,0.38963488
889,108.5,108.5,0.3765128
890,108.5,108.5,0.41051626
891,108.5,108.5,0.4414317
892,108.5,108.5,0.45014888
893,108.5,108.5,0.44891056
894,108.5,108.5,0.45080763
895,108.5,108.5,0.48165536
896,108.5,108.5,0.4696175
897,108.5,108.5,0.40682784
898,108.5,108.5,0.38890442
899,108.5,108.5,0.4495521
900,108.5,108.5,0.39744306
901,108.5,108.5,0.39020556
902,108.5,108.5,0.44016495
903,108.5,108.5,0.37768897
904,108.5,108.5,0.41884345
905,108.5,108.5,0.47429004
906,108.5,108.5,0.47513956
907,108.5,108.5,0.44534472
908,108.5,108.5,0.46018693
909,108.5,108.5,0.4300458
910,108.5,108.5,0.44552967
911,108.5,108.5,0.48506206
912,108.5,108.5,0.4468243
913,108.5,108.5,0.48574933
914,108.5,108.5,0.4421118
915,108.5,108.5,0.45699304
916,108.5,108.5,0.4662049
917,108.5,108.5,0.49346572
918,108.5,108.5,0.49823523
919,108.5,108.5,0.44218034
920,108.5,108.5,0.4930635
921,108.5,108.5,0.4399035
922,108.5,108.5,0.4568818
923,108.5,108.5,0.3452502
924,108.5,108.5,0.47738844
925,108.5,108.5,0.4691974
926,108.5,108.5,0.45119646
927,108.5,108.5,0.42067152
928,108.5,108.5,0.3896958
929,108.5,108.5,0.4567018
930,108.5,108.5,0.4960931
931,108.5,108.5,0.4313935
932,108.5,108.5,0.43150222
933,108.5,108.5,0.46568915
934,108.5,108.5,0.44026738
935,108.5,108.5,0.42592648
936,108.5,108.5,0.44977465
937,108.5,108.5,0.45153883
938,108.5,108.5,0.41115072
939,108.5,108.5,0.68299216
940,108.5,108.5,0.55808467
941,108.5,108.5,0.5244013
942,108.5,108.5,0.55409235
943,108.5,108.5,0.5154732
944,108.5,108.5,0.5393979
945,108.5,108.5,0.56247663
946,108.5,108.5,0.49567533
947,108.5,108.5,0.50492406
948,108.5,108.5,0.46127412
949,118.66666666666667,118.66666666666667,0.51103157
950,118.66666666666667,118.66666666666667,0.54126006
951,118.66666666666667,118.66666666666667,0.551212
952,118.66666666666667,118.66666666666667,0.47514406
953,118.66666666666667,118.66666666666667,0.58334893
954,118.66666666666667,118.66666666666667,0.5593353
955,118.66666666666667,118.66666666666667,0.52882934
956,118.66666666666667,118.66666666666667,0.56082225
957,118.66666666666667,118.66666666666667,0.452727
958,118.66666666666667,118.66666666666667,0.40803865
959,118.66666666666667,118.66666666666667,0.4954568
960,118.66666666666667,118.66666666666667,0.47203237
961,118.66666666666667,118.66666666666667,0.4970649
962,118.66666666666667,118.66666666666667,0.49104524
963,118.66666666666667,118.66666666666667,0.4676802
964,118.66666666666667,118.66666666666667,0.4775481
965,118.66666666666667,118.66666666666667,0.5206126
966,118.66666666666667,118.66666666666667,0.5025757
