episode,average_score,best_score,average_q_value
335,0.0,0.0,0.0036684677
336,0.0,0.0,0.0036241098
337,0.0,0.0,0.0032628935
338,0.0,0.0,0.0033809836
339,0.0,0.0,5.6573754e-05
340,0.0,0.0,0.0035298415
341,0.0,0.0,0.00019526405
342,0.0,0.0,0.0030957055
343,0.0,0.0,0.003268797
344,0.0,0.0,0.002688107
345,0.0,0.0,0.00048574668
346,0.0,0.0,0.0018896369
347,0.0,0.0,0.00091474707
348,0.0,0.0,0.0017386976
349,0.0,0.0,0.0011487771
350,0.0,0.0,0.0007925784
351,0.0,0.0,0.0010057217
352,0.0,0.0,0.001415789
353,0.0,0.0,0.0005405254
354,0.0,0.0,0.0011939921
355,0.0,0.0,0.0014094587
356,0.0,0.0,0.0016126715
357,0.0,0.0,0.0023429396
358,0.0,0.0,0.00079812994
359,0.0,0.0,0.0014773502
360,0.0,0.0,0.0015783752
361,0.0,0.0,0.0019403856
362,0.0,0.0,0.00055817055
363,0.0,0.0,0.0011877777
364,0.0,0.0,0.0013503509
365,0.0,0.0,0.0009776548
366,0.0,0.0,0.0021790501
367,0.0,0.0,0.0006240381
368,0.0,0.0,0.0006103223
369,0.0,0.0,0.001658911
370,0.0,0.0,0.0013740619
371,0.0,0.0,0.0021063793
372,0.0,0.0,0.0018750769
373,0.0,0.0,0.002152899
374,0.0,0.0,0.0010388911
375,0.0,0.0,0.0012493266
376,0.0,0.0,0.0016637708
377,0.0,0.0,0.0013988763
378,0.0,0.0,0.000938712
379,0.0,0.0,0.0016283747
380,0.0,0.0,0.0010961697
381,0.0,0.0,0.0013287875
382,0.0,0.0,0.001440669
383,0.0,0.0,0.001830589
384,0.0,0.0,0.0015882122
385,0.0,0.0,0.0014882152
386,0.0,0.0,0.0007476968
387,0.0,0.0,0.0013357745
388,0.0,0.0,0.0013484606
389,0.0,0.0,0.001519442
390,0.0,0.0,0.00166954
391,0.0,0.0,0.00151915
392,0.0,0.0,0.001656212
393,0.0,0.0,0.0019682318
394,0.0,0.0,0.0015523458
395,0.0,0.0,0.0016368909
396,0.0,0.0,0.0015040468
397,0.0,0.0,0.0018553665
398,0.0,0.0,0.0012278169
399,0.0,0.0,0.0013290448
400,0.0,0.0,0.0012126555
401,0.0,0.0,0.0014030909
402,0.0,0.0,0.0014375503
403,0.0,0.0,0.0012867384
404,0.0,0.0,0.0012776833
405,0.0,0.0,0.0011972184
406,0.0,0.0,0.0013595396
407,0.0,0.0,0.0014757242
408,0.0,0.0,0.0018765714
409,0.0,0.0,0.0017584036
410,0.0,0.0,0.0023285723
411,0.0,0.0,0.0013885336
412,0.0,0.0,0.0014164745
413,0.0,0.0,0.0016729594
414,0.0,0.0,0.001960698
415,0.0,0.0,0.0020257288
416,0.0,0.0,0.0017815413
417,0.0,0.0,0.0015502636
418,0.0,0.0,0.0015916041
419,0.0,0.0,0.0016519635
420,0.0,0.0,0.0017797691
421,0.0,0.0,0.0019197409
422,0.0,0.0,0.0022682152
423,0.0,0.0,0.0019699417
424,0.0,0.0,0.0018402894
425,0.0,0.0,0.0019319201
426,0.0,0.0,0.001965152
427,0.0,0.0,0.0012386956
428,0.0,0.0,0.0014910544
429,0.0,0.0,0.0013773494
430,0.0,0.0,0.0015071773
431,0.0,0.0,0.0012592855
432,0.0,0.0,0.0014003105
433,0.0,0.0,0.0017087928
434,0.0,0.0,0.0018797516
435,0.0,0.0,0.0018284387
436,0.0,0.0,0.0020658884
437,0.0,0.0,0.0017834405
438,0.0,0.0,0.0016349237
439,0.0,0.0,0.0025936689
440,0.0,0.0,0.0033071311
441,0.0,0.0,0.0028522958
442,0.0,0.0,0.0024894986
443,0.0,0.0,0.0019229625
444,0.0,0.0,0.002168494
445,0.0,0.0,0.0021488443
446,0.0,0.0,0.0017257691
447,0.0,0.0,0.0015549809
448,0.0,0.0,0.001603166
449,0.0,0.0,0.0018093509
450,0.0,0.0,0.0015564633
451,0.0,0.0,0.0014582756
452,0.0,0.0,0.0018668078
453,0.0,0.0,0.0014297414
454,0.0,0.0,0.0015293995
455,0.0,0.0,0.0014972796
456,0.0,0.0,0.0015119233
457,0.0,0.0,0.0016618859
458,0.0,0.0,0.0017206458
459,0.0,0.0,0.0015171081
460,0.0,0.0,0.0028265673
461,0.0,0.0,0.0016517822
462,0.0,0.0,0.0022343565
463,0.0,0.0,0.0024187746
464,0.0,0.0,0.0013702435
465,0.0,0.0,0.0015926672
466,0.0,0.0,0.002468116
467,0.1,0.1,0.0016725153
468,0.1,0.1,0.0016152136
469,0.1,0.1,0.0015910082
470,0.1,0.1,0.0018796977
471,0.1,0.1,0.0017516285
472,0.1,0.1,0.0018379358
473,0.1,0.1,0.0016615504
474,0.09090909090909091,0.1,0.0015117233
475,0.09090909090909091,0.1,0.0017685028
476,0.09090909090909091,0.1,0.0020982423
477,0.09090909090909091,0.1,0.001891511
478,0.09090909090909091,0.1,0.002051182
479,0.08333333333333333,0.1,0.0017190139
480,0.07142857142857142,0.1,0.0017436494
481,0.07142857142857142,0.1,0.0014923995
482,0.07142857142857142,0.1,0.001739297
483,0.06666666666666667,0.1,0.0016396878
484,0.06666666666666667,0.1,0.0017099037
485,0.06666666666666667,0.1,0.0016572715
486,0.11764705882352941,0.11764705882352941,0.0021755362
487,0.11764705882352941,0.11764705882352941,0.0021963199
488,0.11764705882352941,0.11764705882352941,0.0018758358
489,0.1111111111111111,0.11764705882352941,0.0017216597
490,0.1111111111111111,0.11764705882352941,0.001669022
491,0.1111111111111111,0.11764705882352941,0.0017576235
492,0.1111111111111111,0.11764705882352941,0.0017273384
493,0.1111111111111111,0.11764705882352941,0.0016096531
494,0.1111111111111111,0.11764705882352941,0.0017711269
495,0.1111111111111111,0.11764705882352941,0.0017484259
496,0.1111111111111111,0.11764705882352941,0.0018563311
497,0.1111111111111111,0.11764705882352941,0.0015776849
498,0.10526315789473684,0.11764705882352941,0.0018195203
499,0.10526315789473684,0.11764705882352941,0.0015660836
500,0.10526315789473684,0.11764705882352941,0.0017289072
501,0.10526315789473684,0.11764705882352941,0.002230326
502,0.10526315789473684,0.11764705882352941,0.0017202502
503,0.10526315789473684,0.11764705882352941,0.0016537105
504,0.10526315789473684,0.11764705882352941,0.0015222158
505,0.10526315789473684,0.11764705882352941,0.001407505
506,0.10526315789473684,0.11764705882352941,0.0020067825
507,0.10526315789473684,0.11764705882352941,0.0019504983
508,0.10526315789473684,0.11764705882352941,0.0016108471
509,0.10526315789473684,0.11764705882352941,0.0017842515
510,0.10526315789473684,0.11764705882352941,0.0017555295
511,0.10526315789473684,0.11764705882352941,0.0018086164
512,0.1,0.11764705882352941,0.0019115305
513,0.1,0.11764705882352941,0.001897086
514,0.1,0.11764705882352941,0.0018400366
515,0.1,0.11764705882352941,0.0015283996
516,0.1,0.11764705882352941,0.0017442151
517,0.1,0.11764705882352941,0.0017249781
518,0.1,0.11764705882352941,0.0018640048
519,0.09523809523809523,0.11764705882352941,0.0016126347
520,0.09523809523809523,0.11764705882352941,0.001681779
521,0.09523809523809523,0.11764705882352941,0.0015370778
522,0.09523809523809523,0.11764705882352941,0.0019620217
523,0.09523809523809523,0.11764705882352941,0.0019168333
524,0.09523809523809523,0.11764705882352941,0.0019057844
525,0.09523809523809523,0.11764705882352941,0.0016965138
526,0.09523809523809523,0.11764705882352941,0.001639179
527,0.09523809523809523,0.11764705882352941,0.0018065918
528,0.09523809523809523,0.11764705882352941,0.0018533631
529,0.09523809523809523,0.11764705882352941,0.0015753484
530,0.09523809523809523,0.11764705882352941,0.0019226896
531,0.09523809523809523,0.11764705882352941,0.0019113783
532,0.09523809523809523,0.11764705882352941,0.0017984314
533,0.09523809523809523,0.11764705882352941,0.0025697995
534,0.09523809523809523,0.11764705882352941,0.0025661993
535,0.09523809523809523,0.11764705882352941,0.0030231543
536,0.09523809523809523,0.11764705882352941,0.0021396158
537,0.09523809523809523,0.11764705882352941,0.0020732705
538,0.09090909090909091,0.11764705882352941,0.0016731861
539,0.09090909090909091,0.11764705882352941,0.0018368658
540,0.09090909090909091,0.11764705882352941,0.0016686723
541,0.09090909090909091,0.11764705882352941,0.0016925413
542,0.09090909090909091,0.11764705882352941,0.001781368
543,0.08695652173913043,0.11764705882352941,0.0016399802
544,0.08695652173913043,0.11764705882352941,0.0016726635
545,0.08695652173913043,0.11764705882352941,0.0016798243
546,0.08695652173913043,0.11764705882352941,0.0016865022
547,0.08695652173913043,0.11764705882352941,0.0016472714
548,0.08695652173913043,0.11764705882352941,0.0015459775
549,0.08695652173913043,0.11764705882352941,0.0016172653
550,0.08695652173913043,0.11764705882352941,0.0037809198
551,0.08695652173913043,0.11764705882352941,0.0019780283
552,0.08695652173913043,0.11764705882352941,0.0038590862
553,0.08695652173913043,0.11764705882352941,0.004056953
554,0.08695652173913043,0.11764705882352941,0.0038499737
555,0.08695652173913043,0.11764705882352941,0.0016071826
556,0.08,0.11764705882352941,0.0014672871
557,0.07692307692307693,0.11764705882352941,0.0017082344
558,0.07692307692307693,0.11764705882352941,0.0016701489
559,0.07692307692307693,0.11764705882352941,0.0015957695
560,0.07692307692307693,0.11764705882352941,0.001865594
561,0.07692307692307693,0.11764705882352941,0.002666377
562,0.07692307692307693,0.11764705882352941,0.0016525344
563,0.07692307692307693,0.11764705882352941,0.0014923855
564,0.07407407407407407,0.11764705882352941,0.013259808
565,0.07407407407407407,0.11764705882352941,0.00024326713
566,0.07407407407407407,0.11764705882352941,0.013239368
567,0.07407407407407407,0.11764705882352941,0.0021484457
568,0.07142857142857142,0.11764705882352941,0.0080749
569,0.07142857142857142,0.11764705882352941,0.012622773
570,0.07142857142857142,0.11764705882352941,0.0113873305
571,0.07142857142857142,0.11764705882352941,0.0024891822
572,0.07142857142857142,0.11764705882352941,0.0018067951
573,0.07142857142857142,0.11764705882352941,0.0010328864
574,0.07142857142857142,0.11764705882352941,0.0033582635
575,0.07142857142857142,0.11764705882352941,0.0040672477
576,0.07142857142857142,0.11764705882352941,0.0024296124
577,0.07142857142857142,0.11764705882352941,-0.0003192974
578,0.07142857142857142,0.11764705882352941,0.0012216769
579,0.07142857142857142,0.11764705882352941,0.0031327242
580,0.07142857142857142,0.11764705882352941,0.0030568922
581,0.07142857142857142,0.11764705882352941,0.0030494102
582,0.07142857142857142,0.11764705882352941,0.0023590333
583,0.07142857142857142,0.11764705882352941,0.003523041
584,0.07142857142857142,0.11764705882352941,0.0011045566
585,0.07142857142857142,0.11764705882352941,0.0035052442
586,0.07142857142857142,0.11764705882352941,0.0019558086
587,0.07142857142857142,0.11764705882352941,0.001850304
588,0.07142857142857142,0.11764705882352941,0.0028949573
589,0.07142857142857142,0.11764705882352941,0.0029090228
590,0.07142857142857142,0.11764705882352941,0.0028599796
591,0.07142857142857142,0.11764705882352941,0.0029833736
592,0.07142857142857142,0.11764705882352941,0.0026891232
593,0.07142857142857142,0.11764705882352941,0.0029753426
594,0.06896551724137931,0.11764705882352941,0.0016445563
595,0.06896551724137931,0.11764705882352941,0.006069584
596,0.06896551724137931,0.11764705882352941,0.00550448
597,0.06896551724137931,0.11764705882352941,0.005150893
598,0.06896551724137931,0.11764705882352941,0.0048262915
599,0.06896551724137931,0.11764705882352941,0.004644787
600,0.06896551724137931,0.11764705882352941,0.0057751965
601,0.06666666666666667,0.11764705882352941,0.0080486415
602,0.06666666666666667,0.11764705882352941,0.008035577
603,0.06666666666666667,0.11764705882352941,0.0080735395
604,0.06666666666666667,0.11764705882352941,0.006423959
605,0.06666666666666667,0.11764705882352941,0.006343284
606,0.06666666666666667,0.11764705882352941,0.0061960234
607,0.06666666666666667,0.11764705882352941,0.005937249
608,0.06666666666666667,0.11764705882352941,0.0046200217
609,0.06666666666666667,0.11764705882352941,0.0049575283
610,0.06666666666666667,0.11764705882352941,0.004231747
611,0.06666666666666667,0.11764705882352941,0.0049285856
612,0.06666666666666667,0.11764705882352941,0.00549576
613,0.06666666666666667,0.11764705882352941,0.005675774
614,0.06666666666666667,0.11764705882352941,0.004571211
615,0.06666666666666667,0.11764705882352941,0.0051748306
616,0.06666666666666667,0.11764705882352941,0.0051749703
617,0.06666666666666667,0.11764705882352941,0.0057521407
618,0.06666666666666667,0.11764705882352941,0.005762909
619,0.06666666666666667,0.11764705882352941,0.005457691
620,0.06666666666666667,0.11764705882352941,0.0052687614
621,0.06666666666666667,0.11764705882352941,0.005089717
622,0.06666666666666667,0.11764705882352941,0.0055454406
623,0.06666666666666667,0.11764705882352941,0.0047688684
624,0.06666666666666667,0.11764705882352941,0.005715273
625,0.06666666666666667,0.11764705882352941,0.0050514163
626,0.06666666666666667,0.11764705882352941,0.004498943
627,0.06666666666666667,0.11764705882352941,0.0044534686
628,0.06666666666666667,0.11764705882352941,0.004458458
629,0.06666666666666667,0.11764705882352941,0.0043969075
630,0.06666666666666667,0.11764705882352941,0.0043088
631,0.06666666666666667,0.11764705882352941,0.004411555
632,0.06666666666666667,0.11764705882352941,0.004187805
633,0.06666666666666667,0.11764705882352941,0.004340069
634,0.06666666666666667,0.11764705882352941,0.004627108
635,0.06666666666666667,0.11764705882352941,0.004152711
636,0.06666666666666667,0.11764705882352941,0.0045052697
637,0.06666666666666667,0.11764705882352941,0.0038505278
638,0.06666666666666667,0.11764705882352941,0.0044174665
639,0.06666666666666667,0.11764705882352941,0.0042881453
640,0.06666666666666667,0.11764705882352941,0.005087113
641,0.06666666666666667,0.11764705882352941,0.0046750326
642,0.06666666666666667,0.11764705882352941,0.004473701
643,0.06666666666666667,0.11764705882352941,0.0042914
644,0.06666666666666667,0.11764705882352941,0.004202488
645,0.06666666666666667,0.11764705882352941,0.00402236
646,0.06666666666666667,0.11764705882352941,0.0048875036
647,0.06666666666666667,0.11764705882352941,0.0043411464
648,0.06666666666666667,0.11764705882352941,0.004717908
649,0.06666666666666667,0.11764705882352941,0.0042778403
650,0.06666666666666667,0.11764705882352941,0.0043599936
651,0.06666666666666667,0.11764705882352941,0.0042413753
652,0.06666666666666667,0.11764705882352941,0.0037026443
653,0.06666666666666667,0.11764705882352941,0.00442399
654,0.06666666666666667,0.11764705882352941,0.0043548956
655,0.06666666666666667,0.11764705882352941,0.004364026
656,0.06666666666666667,0.11764705882352941,0.004203789
657,0.06666666666666667,0.11764705882352941,0.0042864843
658,0.06666666666666667,0.11764705882352941,0.004347723
659,0.06666666666666667,0.11764705882352941,0.004479134
660,0.06666666666666667,0.11764705882352941,0.0046269544
661,0.06666666666666667,0.11764705882352941,0.0043442906
662,0.06666666666666667,0.11764705882352941,0.004485628
663,0.06666666666666667,0.11764705882352941,0.0043824892
664,0.06666666666666667,0.11764705882352941,0.0045937565
665,0.06666666666666667,0.11764705882352941,0.004386327
666,0.06666666666666667,0.11764705882352941,0.005451512
667,0.06666666666666667,0.11764705882352941,0.0047304686
668,0.06666666666666667,0.11764705882352941,0.0049718316
669,0.06451612903225806,0.11764705882352941,0.004778878
670,0.06451612903225806,0.11764705882352941,0.0044905758
671,0.06451612903225806,0.11764705882352941,0.004536677
672,0.06451612903225806,0.11764705882352941,0.004204744
673,0.06451612903225806,0.11764705882352941,0.0044604903
674,0.06451612903225806,0.11764705882352941,0.004507602
675,0.06451612903225806,0.11764705882352941,0.0040942132
676,0.06451612903225806,0.11764705882352941,0.0046301237
677,0.06451612903225806,0.11764705882352941,0.004828513
678,0.06451612903225806,0.11764705882352941,0.0042092176
679,0.06451612903225806,0.11764705882352941,0.005548752
680,0.06451612903225806,0.11764705882352941,0.0045883176
681,0.06451612903225806,0.11764705882352941,0.0048025493
682,0.06451612903225806,0.11764705882352941,0.004174762
683,0.0625,0.11764705882352941,0.0041512107
684,0.0625,0.11764705882352941,0.0045700846
685,0.0625,0.11764705882352941,0.0052621597
686,0.0625,0.11764705882352941,0.004704491
687,0.0625,0.11764705882352941,0.005997019
688,0.0625,0.11764705882352941,0.004448591
689,0.0625,0.11764705882352941,0.0048271883
690,0.0625,0.11764705882352941,0.0036347937
691,0.0625,0.11764705882352941,0.0041125375
692,0.0625,0.11764705882352941,0.0050791837
693,0.0625,0.11764705882352941,0.004677354
694,0.0625,0.11764705882352941,0.004732448
695,0.0625,0.11764705882352941,0.004402887
696,0.0625,0.11764705882352941,0.0045283884
697,0.0625,0.11764705882352941,0.004931679
698,0.0625,0.11764705882352941,0.0046976293
699,0.0625,0.11764705882352941,0.0042479965
700,0.0625,0.11764705882352941,0.004657376
701,0.0625,0.11764705882352941,0.004449718
702,0.0625,0.11764705882352941,0.0043865168
703,0.0625,0.11764705882352941,0.0040515433
704,0.0625,0.11764705882352941,0.0040798485
705,0.0625,0.11764705882352941,0.004350305
706,0.0625,0.11764705882352941,0.0039862227
707,0.0625,0.11764705882352941,0.003958109
708,0.0625,0.11764705882352941,0.0043880115
709,0.0625,0.11764705882352941,0.0053002737
710,0.0625,0.11764705882352941,0.00413372
711,0.0625,0.11764705882352941,0.0052291905
712,0.0625,0.11764705882352941,0.0044931197
713,0.0625,0.11764705882352941,0.0050324467
714,0.0625,0.11764705882352941,0.004051214
715,0.0625,0.11764705882352941,0.0035864064
716,0.0625,0.11764705882352941,0.0048489976
717,0.0625,0.11764705882352941,0.0045981747
718,0.0625,0.11764705882352941,0.0036870746
719,0.0625,0.11764705882352941,0.0046403743
720,0.0625,0.11764705882352941,0.003923354
721,0.0625,0.11764705882352941,0.005329819
722,0.0625,0.11764705882352941,0.004461437
